,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
60,Ethelred Son of Ethelwolf,['Syntrophic Spectacles'],0.906,0.224,204000,0.11,0.843,10,0.101,-28.032,1,0.0895,132.376,5,0.172,,,0.172,Sleepy
61,Illa Pancha,['Huma'],0.748,0.153,160000,0.0485,0.683,9,0.111,-29.07,1,0.0422,63.351,3,0.0374,-0.2722,-0.2722,0.032,Sleepy
62,Coast of Dreams,['Ocean Mysteries'],0.946,0.249,167851,0.108,0.834,0,0.096,-23.693,1,0.0445,67.952,4,0.0326,-0.9994,-0.9994,0.0126,Sleepy
63,Dream Of Flight,['Nile Kaufman'],0.911,0.145,161906,0.097,0.887,10,0.101,-27.638,1,0.043,139.798,5,0.0751,,,0.0751,Sleepy
64,Imber Night Shift,['Imber Ora'],0.99,0.203,173497,0.0214,0.982,5,0.108,-28.571,0,0.0417,69.748,4,0.0351,-1.0,-1.0,0.0151,Sleepy
65,Devine Light,['Hatha Priya'],0.993,0.19,140707,0.0156,0.935,5,0.103,-30.698,1,0.0445,74.385,5,0.0667,0.9999,0.9999,0.0867,Sleepy
66,Langeland,['Felix Langgard'],0.821,0.0612,182338,0.0941,0.789,5,0.107,-25.781,1,0.0485,65.222,4,0.0331,,,0.0331,Sleepy
67,As Seen In Silver Halide,['Silver Roses'],0.965,0.185,196000,0.0506,0.897,5,0.117,-28.107,1,0.0568,142.422,5,0.0767,1.0,1.0,0.0967,Sleepy
68,Sea Of Colors,['Airship Express'],0.963,0.255,184250,0.118,0.897,6,0.101,-20.562,1,0.0769,139.642,4,0.109,0.9997,0.9997,0.129,Sleepy
69,Awakening,['David Payne'],0.752,0.206,126013,0.396,0.992,7,0.127,-15.443,1,0.0785,71.234,4,0.175,0.8818,0.8818,0.1926,Sleepy
70,Waves in Space,['Spacewaves'],0.98,0.203,190451,0.0337,0.934,2,0.11,-30.031,1,0.0503,63.822,4,0.0364,0.9807,0.9807,0.056,Sleepy
71,Nomeh,['Alisieu'],0.866,0.147,234000,0.0595,0.885,5,0.107,-29.13,0,0.0401,69.656,4,0.0487,,,0.0487,Sleepy
72,Devi Drone,['Phunard'],0.971,0.208,112199,0.0187,0.879,0,0.119,-32.373,0,0.0661,68.983,3,0.458,,,0.458,Sleepy
